1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.093571418990e-01	4.762245599819e-01	4.698645070850e-01	4.858563837414e-01	5.192872418793e-01	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.259623657457e-01	4.555308443628e-01	4.064749981094e-01	3.792455039642e-01	3.797452731474e-01	4.000175875740e-01	4.371552766644e-01	4.902960473141e-01	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.085475963768e-01	4.231382251892e-01	3.587973310576e-01	3.155213288098e-01	2.943722421831e-01	3.007125775538e-01	3.249000281155e-01	3.653566736653e-01	4.212037246297e-01	4.915834251188e-01	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.121151755219e-01	4.119886011751e-01	3.327678581000e-01	2.741434894662e-01	2.362140724193e-01	2.214664291262e-01	2.325565158517e-01	2.603099214333e-01	3.036949702900e-01	3.618465858983e-01	4.339022307961e-01	5.189926651495e-01	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.365064583458e-01	4.218697823738e-01	3.281155236452e-01	2.547692629203e-01	2.014578767502e-01	1.682944981408e-01	1.601575034272e-01	1.751699583387e-01	2.060720039189e-01	2.519819805956e-01	3.120362184993e-01	3.853679363780e-01	4.711066815333e-01	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.525700508150e-01	3.444993506513e-01	2.568492771391e-01	1.890721606535e-01	1.406917761070e-01	1.116604880298e-01	1.100364058114e-01	1.283553354857e-01	1.619901222898e-01	2.100272108626e-01	2.715905552087e-01	3.458093836979e-01	4.318147858142e-01	5.287417909857e-01	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.040035616720e-01	3.816930159412e-01	2.799206150097e-01	1.980929177652e-01	1.355941528887e-01	9.183335663274e-02	6.647167015218e-02	7.061757369683e-02	9.186508116927e-02	1.278600735540e-01	1.776468114647e-01	2.403413995964e-01	3.150739075512e-01	4.009812869612e-01	4.972086115851e-01	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.397298782097e-01	3.238469638069e-01	2.280595566896e-01	1.517339196376e-01	9.420823437075e-02	5.481148067180e-02	3.296662504708e-02	4.152759848692e-02	6.548482587803e-02	1.035080481139e-01	1.546873767442e-01	2.181520099665e-01	2.930419891948e-01	3.785057962196e-01	4.737027774550e-01	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.189625896179e-01	3.889143434959e-01	2.791158992019e-01	1.889340409468e-01	1.177054107437e-01	6.475449379443e-02	2.939463262323e-02	1.089789836732e-02	2.286521936613e-02	4.916796793236e-02	8.886038718398e-02	1.410752130061e-01	2.049593586837e-01	2.796674914168e-01	3.643628466878e-01	4.582213020452e-01	1.000000000000e+06	
