1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.758088481364e-01	3.520007795085e-01	2.479508391163e-01	1.629634786188e-01	9.629875094111e-02	4.727873782473e-02	1.540058973304e-02	2.030579675453e-07	1.465429342172e-02	4.299431684518e-02	8.411499860174e-02	1.371250930391e-01	2.011536207742e-01	2.753558471064e-01	3.589189452678e-01	4.510672851841e-01	5.510672851841e-01	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.478169606145e-01	3.302816347795e-01	2.322192768278e-01	1.531196233974e-01	9.215747071947e-02	4.831924047585e-02	2.037282789484e-02	1.070992017687e-02	2.703978500521e-02	5.647968274188e-02	9.812482748879e-02	1.511126143212e-01	2.145985795253e-01	2.877572731479e-01	3.697858504860e-01	4.599071912482e-01	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.366767416291e-01	3.260443337133e-01	2.343434722003e-01	1.605869393592e-01	1.040279089371e-01	6.393654983162e-02	3.961382028594e-02	3.189318567460e-02	4.950607548452e-02	7.975966761523e-02	1.216711922938e-01	1.743743565248e-01	2.370375601358e-01	3.088530021869e-01	3.890365964042e-01	4.768300013669e-01	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.404914966442e-01	3.356897145296e-01	2.490205656501e-01	1.797422707026e-01	1.271074694707e-01	9.037934815679e-02	6.891099442781e-02	6.335851163596e-02	8.186905393608e-02	1.125978492783e-01	1.544661430766e-01	2.065937500385e-01	2.681569696852e-01	3.383643705557e-01	4.164523565154e-01	5.016855283999e-01	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.571257865488e-01	3.575276256917e-01	2.755182387537e-01	2.103466815711e-01	1.612545637489e-01	1.274974871561e-01	1.084297167983e-01	1.049384159215e-01	1.239982777339e-01	1.548729303248e-01	1.963917277234e-01	2.476588356908e-01	3.078574434835e-01	3.762125310165e-01	4.519819727005e-01	5.344550203486e-01	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.861380614406e-01	3.913985411952e-01	3.136983865037e-01	2.522743944205e-01	2.063587293363e-01	1.751996234789e-01	1.581406120522e-01	1.564907347094e-01	1.757884492582e-01	2.065011940987e-01	2.473812881695e-01	2.975198693482e-01	3.561080447609e-01	4.223881035695e-01	4.956404177099e-01	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.274029862839e-01	4.371819342555e-01	3.634432375223e-01	3.054138225352e-01	2.623188782444e-01	2.334003078258e-01	2.179826822807e-01	2.178996414908e-01	2.371569208733e-01	2.674247815846e-01	3.073986806167e-01	3.561618947391e-01	4.129156561424e-01	4.769209655988e-01	5.474818111401e-01	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.947655278705e-01	4.246439233593e-01	3.696629775680e-01	3.290437754837e-01	3.020241635340e-01	2.879091950380e-01	2.890668421074e-01	3.080421957178e-01	3.376088975947e-01	3.764329220116e-01	4.235970505647e-01	4.783157035582e-01	5.398703174068e-01	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	4.972006602436e-01	4.449304185005e-01	4.064537625325e-01	3.810078904470e-01	3.678859775077e-01	3.699237698185e-01	3.884063345030e-01	4.170417927974e-01	4.544966547530e-01	4.998618265599e-01	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	5.311367174166e-01	4.944822214880e-01	4.703009511412e-01	4.578829456237e-01	4.604414694997e-01	4.782376396613e-01	5.057353343011e-01	5.416256059246e-01	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	1.000000000000e+06	
